No,Country,Latitude,Longitude,Crop,Year,Kg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
14742,Indonesia,-0.7893,113.9213,Potatoes,1995,16593.9,2702,1597,25.46
14743,Indonesia,-0.7893,113.9213,Potatoes,1995,16593.9,2702,1597,27.15
14744,Indonesia,-0.7893,113.9213,Potatoes,1995,16593.9,2702,1597,27.08
14745,Indonesia,-0.7893,113.9213,Potatoes,1995,16593.9,2702,1597,27.28
14746,Indonesia,-0.7893,113.9213,Potatoes,1995,16593.9,2702,1597,26.74
14802,Indonesia,-0.7893,113.9213,Cassava,1997,12171.8,2702,1597,25.52
14803,Indonesia,-0.7893,113.9213,Cassava,1997,12171.8,2702,1597,27.37
14804,Indonesia,-0.7893,113.9213,Cassava,1997,12171.8,2702,1597,27.26
14805,Indonesia,-0.7893,113.9213,Cassava,1997,12171.8,2702,1597,27.62
14806,Indonesia,-0.7893,113.9213,Cassava,1997,12171.8,2702,1597,26.83
14807,Indonesia,-0.7893,113.9213,Cassava,1997,12171.8,2702,1597,27.46
14808,Indonesia,-0.7893,113.9213,Maize,1997,2614.1,2702,1597,25.52
15101,Indonesia,-0.7893,113.9213,Maize,2006,3469.9,2702,1597,27.55
15102,Indonesia,-0.7893,113.9213,Potatoes,2006,16936.3,2702,1597,25.66
15103,Indonesia,-0.7893,113.9213,Potatoes,2006,16936.3,2702,1597,27.39
15104,Indonesia,-0.7893,113.9213,Potatoes,2006,16936.3,2702,1597,27.21
15105,Indonesia,-0.7893,113.9213,Potatoes,2006,16936.3,2702,1597,27.55
14758,Indonesia,-0.7893,113.9213,Soybeans,1995,1137.1,2702,1597,26.74
14759,Indonesia,-0.7893,113.9213,Soybeans,1995,1137.1,2702,1597,27.32
14760,Indonesia,-0.7893,113.9213,Sweet potatoes,1995,9493.9,2702,1597,25.46
14761,Indonesia,-0.7893,113.9213,Sweet potatoes,1995,9493.9,2702,1597,27.15
14762,Indonesia,-0.7893,113.9213,Sweet potatoes,1995,9493.9,2702,1597,27.08
14763,Indonesia,-0.7893,113.9213,Sweet potatoes,1995,9493.9,2702,1597,27.28
15112,Indonesia,-0.7893,113.9213,"Rice, paddy",2006,4620.1,2702,1597,26.98
15113,Indonesia,-0.7893,113.9213,"Rice, paddy",2006,4620.1,2702,1597,27.55
15114,Indonesia,-0.7893,113.9213,Soybeans,2006,1287.8,2702,1597,25.66
15115,Indonesia,-0.7893,113.9213,Soybeans,2006,1287.8,2702,1597,27.39
14848,Indonesia,-0.7893,113.9213,Maize,1998,2652.6,2702,1597,27.28
14849,Indonesia,-0.7893,113.9213,Maize,1998,2652.6,2702,1597,27.9
14850,Indonesia,-0.7893,113.9213,Potatoes,1998,15343.2,2702,1597,25.81
15126,Indonesia,-0.7893,113.9213,Cassava,2007,16636.2,2702,1597,25.5
15127,Indonesia,-0.7893,113.9213,Cassava,2007,16636.2,2702,1597,27.21
15128,Indonesia,-0.7893,113.9213,Cassava,2007,16636.2,2702,1597,27.14
15129,Indonesia,-0.7893,113.9213,Cassava,2007,16636.2,2702,1597,27.29
15130,Indonesia,-0.7893,113.9213,Cassava,2007,16636.2,2702,1597,26.88
15131,Indonesia,-0.7893,113.9213,Cassava,2007,16636.2,2702,1597,27.49
15132,Indonesia,-0.7893,113.9213,Maize,2007,3660.1,2702,1597,25.5
15133,Indonesia,-0.7893,113.9213,Maize,2007,3660.1,2702,1597,27.21
15134,Indonesia,-0.7893,113.9213,Maize,2007,3660.1,2702,1597,27.14
15135,Indonesia,-0.7893,113.9213,Maize,2007,3660.1,2702,1597,27.29
15136,Indonesia,-0.7893,113.9213,Maize,2007,3660.1,2702,1597,26.88
14888,Indonesia,-0.7893,113.9213,Potatoes,1999,14719.9,2702,1597,26.82
14889,Indonesia,-0.7893,113.9213,Potatoes,1999,14719.9,2702,1597,27.17
14890,Indonesia,-0.7893,113.9213,Potatoes,1999,14719.9,2702,1597,26.62
14891,Indonesia,-0.7893,113.9213,Potatoes,1999,14719.9,2702,1597,27.32
14892,Indonesia,-0.7893,113.9213,"Rice, paddy",1999,4251.9,2702,1597,25.26
14893,Indonesia,-0.7893,113.9213,"Rice, paddy",1999,4251.9,2702,1597,27.01
14894,Indonesia,-0.7893,113.9213,"Rice, paddy",1999,4251.9,2702,1597,26.82
14895,Indonesia,-0.7893,113.9213,"Rice, paddy",1999,4251.9,2702,1597,27.17
14896,Indonesia,-0.7893,113.9213,"Rice, paddy",1999,4251.9,2702,1597,26.62
14897,Indonesia,-0.7893,113.9213,"Rice, paddy",1999,4251.9,2702,1597,27.32
14898,Indonesia,-0.7893,113.9213,Soybeans,1999,1201.3,2702,1597,25.26
14899,Indonesia,-0.7893,113.9213,Soybeans,1999,1201.3,2702,1597,27.01
14900,Indonesia,-0.7893,113.9213,Soybeans,1999,1201.3,2702,1597,26.82
14901,Indonesia,-0.7893,113.9213,Soybeans,1999,1201.3,2702,1597,27.17
15151,Indonesia,-0.7893,113.9213,Soybeans,2007,1290.8,2702,1597,27.21
15152,Indonesia,-0.7893,113.9213,Soybeans,2007,1290.8,2702,1597,27.14
15153,Indonesia,-0.7893,113.9213,Soybeans,2007,1290.8,2702,1597,27.29
15154,Indonesia,-0.7893,113.9213,Soybeans,2007,1290.8,2702,1597,26.88
15155,Indonesia,-0.7893,113.9213,Soybeans,2007,1290.8,2702,1597,27.49
15156,Indonesia,-0.7893,113.9213,Sweet potatoes,2007,10664.3,2702,1597,25.5
15157,Indonesia,-0.7893,113.9213,Sweet potatoes,2007,10664.3,2702,1597,27.21
15158,Indonesia,-0.7893,113.9213,Sweet potatoes,2007,10664.3,2702,1597,27.14
15058,Indonesia,-0.7893,113.9213,Cassava,2005,15922.4,2702,1597,27.11
15059,Indonesia,-0.7893,113.9213,Cassava,2005,15922.4,2702,1597,27.77
15161,Indonesia,-0.7893,113.9213,Sweet potatoes,2007,10664.3,2702,1597,27.49
15061,Indonesia,-0.7893,113.9213,Maize,2005,3453.9,2702,1597,27.22
15062,Indonesia,-0.7893,113.9213,Maize,2005,3453.9,2702,1597,27.48
15063,Indonesia,-0.7893,113.9213,Maize,2005,3453.9,2702,1597,27.44
15064,Indonesia,-0.7893,113.9213,Maize,2005,3453.9,2702,1597,27.11
15065,Indonesia,-0.7893,113.9213,Maize,2005,3453.9,2702,1597,27.77
15066,Indonesia,-0.7893,113.9213,Potatoes,2005,16401.4,2702,1597,25.59
15175,Indonesia,-0.7893,113.9213,Potatoes,2008,16671.9,2702,1597,26.97
15176,Indonesia,-0.7893,113.9213,Potatoes,2008,16671.9,2702,1597,27.03
14576,Indonesia,-0.7893,113.9213,Soybeans,1990,1114.9,2702,2432,27.11
15327,Indonesia,-0.7893,113.9213,"Rice, paddy",2012,5136,2702,1597,27.49
15328,Indonesia,-0.7893,113.9213,"Rice, paddy",2012,5136,2702,1597,26.87
15329,Indonesia,-0.7893,113.9213,"Rice, paddy",2012,5136,2702,1597,27.48
15330,Indonesia,-0.7893,113.9213,Soybeans,2012,1485.4,2702,1597,25.59
15331,Indonesia,-0.7893,113.9213,Soybeans,2012,1485.4,2702,1597,27.36
15332,Indonesia,-0.7893,113.9213,Soybeans,2012,1485.4,2702,1597,27.37
14583,Indonesia,-0.7893,113.9213,Sweet potatoes,1990,9445,2702,2432,27.18
14999,Indonesia,-0.7893,113.9213,Potatoes,2002,15590.3,2702,1597,27.71
15000,Indonesia,-0.7893,113.9213,"Rice, paddy",2002,4469.1,2702,1597,25.64
15001,Indonesia,-0.7893,113.9213,"Rice, paddy",2002,4469.1,2702,1597,27.4
15002,Indonesia,-0.7893,113.9213,"Rice, paddy",2002,4469.1,2702,1597,27.5
15003,Indonesia,-0.7893,113.9213,"Rice, paddy",2002,4469.1,2702,1597,27.49
15004,Indonesia,-0.7893,113.9213,"Rice, paddy",2002,4469.1,2702,1597,27.01
15005,Indonesia,-0.7893,113.9213,"Rice, paddy",2002,4469.1,2702,1597,27.71
15341,Indonesia,-0.7893,113.9213,Sweet potatoes,2012,13929,2702,1597,27.48
15203,Indonesia,-0.7893,113.9213,Cassava,2009,18746.1,2702,1597,27.69
15204,Indonesia,-0.7893,113.9213,Maize,2009,4237.2,2702,1597,25.54
15205,Indonesia,-0.7893,113.9213,Maize,2009,4237.2,2702,1597,27.31
15206,Indonesia,-0.7893,113.9213,Maize,2009,4237.2,2702,1597,27.3
15207,Indonesia,-0.7893,113.9213,Maize,2009,4237.2,2702,1597,27.63
15208,Indonesia,-0.7893,113.9213,Maize,2009,4237.2,2702,1597,26.98
15209,Indonesia,-0.7893,113.9213,Maize,2009,4237.2,2702,1597,27.69
15210,Indonesia,-0.7893,113.9213,Potatoes,2009,16512.3,2702,1597,25.54
15211,Indonesia,-0.7893,113.9213,Potatoes,2009,16512.3,2702,1597,27.31
15054,Indonesia,-0.7893,113.9213,Cassava,2005,15922.4,2702,1597,25.59
15055,Indonesia,-0.7893,113.9213,Cassava,2005,15922.4,2702,1597,27.22
15056,Indonesia,-0.7893,113.9213,Cassava,2005,15922.4,2702,1597,27.48
15057,Indonesia,-0.7893,113.9213,Cassava,2005,15922.4,2702,1597,27.44
14791,Indonesia,-0.7893,113.9213,Soybeans,1996,1191.5,2702,1597,27.07
14764,Indonesia,-0.7893,113.9213,Sweet potatoes,1995,9493.9,2702,1597,26.74
15060,Indonesia,-0.7893,113.9213,Maize,2005,3453.9,2702,1597,25.59
14846,Indonesia,-0.7893,113.9213,Maize,1998,2652.6,2702,1597,27.72
14847,Indonesia,-0.7893,113.9213,Maize,1998,2652.6,2702,1597,27.77
14796,Indonesia,-0.7893,113.9213,Sweet potatoes,1996,11354.7,2702,1597,25.41
14797,Indonesia,-0.7893,113.9213,Sweet potatoes,1996,11354.7,2702,1597,27.07
14798,Indonesia,-0.7893,113.9213,Sweet potatoes,1996,11354.7,2702,1597,27
14799,Indonesia,-0.7893,113.9213,Sweet potatoes,1996,11354.7,2702,1597,27.2
15067,Indonesia,-0.7893,113.9213,Potatoes,2005,16401.4,2702,1597,27.22
15068,Indonesia,-0.7893,113.9213,Potatoes,2005,16401.4,2702,1597,27.48
15069,Indonesia,-0.7893,113.9213,Potatoes,2005,16401.4,2702,1597,27.44
15070,Indonesia,-0.7893,113.9213,Potatoes,2005,16401.4,2702,1597,27.11
15071,Indonesia,-0.7893,113.9213,Potatoes,2005,16401.4,2702,1597,27.77
15072,Indonesia,-0.7893,113.9213,"Rice, paddy",2005,4573.9,2702,1597,25.59
15073,Indonesia,-0.7893,113.9213,"Rice, paddy",2005,4573.9,2702,1597,27.22
15074,Indonesia,-0.7893,113.9213,"Rice, paddy",2005,4573.9,2702,1597,27.48
15075,Indonesia,-0.7893,113.9213,"Rice, paddy",2005,4573.9,2702,1597,27.44
15076,Indonesia,-0.7893,113.9213,"Rice, paddy",2005,4573.9,2702,1597,27.11
15077,Indonesia,-0.7893,113.9213,"Rice, paddy",2005,4573.9,2702,1597,27.77
15078,Indonesia,-0.7893,113.9213,Soybeans,2005,1300.6,2702,1597,25.59
15079,Indonesia,-0.7893,113.9213,Soybeans,2005,1300.6,2702,1597,27.22
15080,Indonesia,-0.7893,113.9213,Soybeans,2005,1300.6,2702,1597,27.48
15081,Indonesia,-0.7893,113.9213,Soybeans,2005,1300.6,2702,1597,27.44
15082,Indonesia,-0.7893,113.9213,Soybeans,2005,1300.6,2702,1597,27.11
15083,Indonesia,-0.7893,113.9213,Soybeans,2005,1300.6,2702,1597,27.77
15084,Indonesia,-0.7893,113.9213,Sweet potatoes,2005,10412.8,2702,1597,25.59
15085,Indonesia,-0.7893,113.9213,Sweet potatoes,2005,10412.8,2702,1597,27.22
15086,Indonesia,-0.7893,113.9213,Sweet potatoes,2005,10412.8,2702,1597,27.48
15087,Indonesia,-0.7893,113.9213,Sweet potatoes,2005,10412.8,2702,1597,27.44
15088,Indonesia,-0.7893,113.9213,Sweet potatoes,2005,10412.8,2702,1597,27.11
15089,Indonesia,-0.7893,113.9213,Sweet potatoes,2005,10412.8,2702,1597,27.77
15256,Indonesia,-0.7893,113.9213,"Rice, paddy",2010,5015.3,2702,1597,26.94
15257,Indonesia,-0.7893,113.9213,"Rice, paddy",2010,5015.3,2702,1597,27.55
15258,Indonesia,-0.7893,113.9213,Soybeans,2010,1372.6,2702,1597,25.57
15259,Indonesia,-0.7893,113.9213,Soybeans,2010,1372.6,2702,1597,27.25
15260,Indonesia,-0.7893,113.9213,Soybeans,2010,1372.6,2702,1597,27.69
15261,Indonesia,-0.7893,113.9213,Soybeans,2010,1372.6,2702,1597,27.46
15262,Indonesia,-0.7893,113.9213,Soybeans,2010,1372.6,2702,1597,26.94
15263,Indonesia,-0.7893,113.9213,Soybeans,2010,1372.6,2702,1597,27.55
15345,Indonesia,-0.7893,113.9213,Cassava,2013,22460.1,2702,1597,27.34
15346,Indonesia,-0.7893,113.9213,Cassava,2013,22460.1,2702,1597,26.72
14765,Indonesia,-0.7893,113.9213,Sweet potatoes,1995,9493.9,2702,1597,27.32
15348,Indonesia,-0.7893,113.9213,Maize,2013,4844.1,2702,1597,25.48
15349,Indonesia,-0.7893,113.9213,Maize,2013,4844.1,2702,1597,27.37
15350,Indonesia,-0.7893,113.9213,Maize,2013,4844.1,2702,1597,27.88
15351,Indonesia,-0.7893,113.9213,Maize,2013,4844.1,2702,1597,27.34
15352,Indonesia,-0.7893,113.9213,Maize,2013,4844.1,2702,1597,26.72
15353,Indonesia,-0.7893,113.9213,Maize,2013,4844.1,2702,1597,27.3
14800,Indonesia,-0.7893,113.9213,Sweet potatoes,1996,11354.7,2702,1597,26.83
14801,Indonesia,-0.7893,113.9213,Sweet potatoes,1996,11354.7,2702,1597,27.53
14880,Indonesia,-0.7893,113.9213,Maize,1999,2662.9,2702,1597,25.26
14881,Indonesia,-0.7893,113.9213,Maize,1999,2662.9,2702,1597,27.01
14882,Indonesia,-0.7893,113.9213,Maize,1999,2662.9,2702,1597,26.82
14883,Indonesia,-0.7893,113.9213,Maize,1999,2662.9,2702,1597,27.17
14884,Indonesia,-0.7893,113.9213,Maize,1999,2662.9,2702,1597,26.62
14885,Indonesia,-0.7893,113.9213,Maize,1999,2662.9,2702,1597,27.32
14886,Indonesia,-0.7893,113.9213,Potatoes,1999,14719.9,2702,1597,25.26
14887,Indonesia,-0.7893,113.9213,Potatoes,1999,14719.9,2702,1597,27.01
15333,Indonesia,-0.7893,113.9213,Soybeans,2012,1485.4,2702,1597,27.49
15334,Indonesia,-0.7893,113.9213,Soybeans,2012,1485.4,2702,1597,26.87
15335,Indonesia,-0.7893,113.9213,Soybeans,2012,1485.4,2702,1597,27.48
15336,Indonesia,-0.7893,113.9213,Sweet potatoes,2012,13929,2702,1597,25.59
15337,Indonesia,-0.7893,113.9213,Sweet potatoes,2012,13929,2702,1597,27.36
15338,Indonesia,-0.7893,113.9213,Sweet potatoes,2012,13929,2702,1597,27.37
15339,Indonesia,-0.7893,113.9213,Sweet potatoes,2012,13929,2702,1597,27.49
15340,Indonesia,-0.7893,113.9213,Sweet potatoes,2012,13929,2702,1597,26.87
15192,Indonesia,-0.7893,113.9213,Sweet potatoes,2008,10774.3,2702,1597,25.32
15007,Indonesia,-0.7893,113.9213,Soybeans,2002,1236,2702,1597,27.4
15008,Indonesia,-0.7893,113.9213,Soybeans,2002,1236,2702,1597,27.5
15009,Indonesia,-0.7893,113.9213,Soybeans,2002,1236,2702,1597,27.49
15149,Indonesia,-0.7893,113.9213,"Rice, paddy",2007,4705.2,2702,1597,27.49
15150,Indonesia,-0.7893,113.9213,Soybeans,2007,1290.8,2702,1597,25.5
15148,Indonesia,-0.7893,113.9213,"Rice, paddy",2007,4705.2,2702,1597,26.88
15013,Indonesia,-0.7893,113.9213,Sweet potatoes,2002,9994,2702,1597,27.4
14658,Indonesia,-0.7893,113.9213,Cassava,1993,12332.3,2702,1597,25.46
14659,Indonesia,-0.7893,113.9213,Cassava,1993,12332.3,2702,1597,27.04
15016,Indonesia,-0.7893,113.9213,Sweet potatoes,2002,9994,2702,1597,27.01
15017,Indonesia,-0.7893,113.9213,Sweet potatoes,2002,9994,2702,1597,27.71
15344,Indonesia,-0.7893,113.9213,Cassava,2013,22460.1,2702,1597,27.88
14841,Indonesia,-0.7893,113.9213,Cassava,1998,12192.5,2702,1597,27.77
14842,Indonesia,-0.7893,113.9213,Cassava,1998,12192.5,2702,1597,27.28
15347,Indonesia,-0.7893,113.9213,Cassava,2013,22460.1,2702,1597,27.3
14613,Indonesia,-0.7893,113.9213,Soybeans,1991,1136.9,2702,3259,27.05
14614,Indonesia,-0.7893,113.9213,Soybeans,1991,1136.9,2702,3259,26.61
14615,Indonesia,-0.7893,113.9213,Soybeans,1991,1136.9,2702,3259,27.21
14616,Indonesia,-0.7893,113.9213,Sweet potatoes,1991,9515,2702,3259,25.27
14617,Indonesia,-0.7893,113.9213,Sweet potatoes,1991,9515,2702,3259,27.04
14618,Indonesia,-0.7893,113.9213,Sweet potatoes,1991,9515,2702,3259,26.92
15354,Indonesia,-0.7893,113.9213,Potatoes,2013,16018.4,2702,1597,25.48
15324,Indonesia,-0.7893,113.9213,"Rice, paddy",2012,5136,2702,1597,25.59
15325,Indonesia,-0.7893,113.9213,"Rice, paddy",2012,5136,2702,1597,27.36
15326,Indonesia,-0.7893,113.9213,"Rice, paddy",2012,5136,2702,1597,27.37
15177,Indonesia,-0.7893,113.9213,Potatoes,2008,16671.9,2702,1597,27.18
15178,Indonesia,-0.7893,113.9213,Potatoes,2008,16671.9,2702,1597,26.65
15179,Indonesia,-0.7893,113.9213,Potatoes,2008,16671.9,2702,1597,27.34
15180,Indonesia,-0.7893,113.9213,"Rice, paddy",2008,4894.8,2702,1597,25.32
15181,Indonesia,-0.7893,113.9213,"Rice, paddy",2008,4894.8,2702,1597,26.97
15182,Indonesia,-0.7893,113.9213,"Rice, paddy",2008,4894.8,2702,1597,27.03
15364,Indonesia,-0.7893,113.9213,"Rice, paddy",2013,5152,2702,1597,26.72
15365,Indonesia,-0.7893,113.9213,"Rice, paddy",2013,5152,2702,1597,27.3
15366,Indonesia,-0.7893,113.9213,Soybeans,2013,1416.1,2702,1597,25.48
15090,Indonesia,-0.7893,113.9213,Cassava,2006,16282.9,2702,1597,25.66
15091,Indonesia,-0.7893,113.9213,Cassava,2006,16282.9,2702,1597,27.39
15092,Indonesia,-0.7893,113.9213,Cassava,2006,16282.9,2702,1597,27.21
15093,Indonesia,-0.7893,113.9213,Cassava,2006,16282.9,2702,1597,27.55
15094,Indonesia,-0.7893,113.9213,Cassava,2006,16282.9,2702,1597,26.98
15095,Indonesia,-0.7893,113.9213,Cassava,2006,16282.9,2702,1597,27.55
15096,Indonesia,-0.7893,113.9213,Maize,2006,3469.9,2702,1597,25.66
15097,Indonesia,-0.7893,113.9213,Maize,2006,3469.9,2702,1597,27.39
15098,Indonesia,-0.7893,113.9213,Maize,2006,3469.9,2702,1597,27.21
15010,Indonesia,-0.7893,113.9213,Soybeans,2002,1236,2702,1597,27.01
15011,Indonesia,-0.7893,113.9213,Soybeans,2002,1236,2702,1597,27.71
15012,Indonesia,-0.7893,113.9213,Sweet potatoes,2002,9994,2702,1597,25.64
14604,Indonesia,-0.7893,113.9213,"Rice, paddy",1991,4346.5,2702,3259,25.27
14605,Indonesia,-0.7893,113.9213,"Rice, paddy",1991,4346.5,2702,3259,27.04
14606,Indonesia,-0.7893,113.9213,"Rice, paddy",1991,4346.5,2702,3259,26.92
14838,Indonesia,-0.7893,113.9213,Cassava,1998,12192.5,2702,1597,25.81
14839,Indonesia,-0.7893,113.9213,Cassava,1998,12192.5,2702,1597,27.58
14840,Indonesia,-0.7893,113.9213,Cassava,1998,12192.5,2702,1597,27.72
15343,Indonesia,-0.7893,113.9213,Cassava,2013,22460.1,2702,1597,27.37
15359,Indonesia,-0.7893,113.9213,Potatoes,2013,16018.4,2702,1597,27.3
14843,Indonesia,-0.7893,113.9213,Cassava,1998,12192.5,2702,1597,27.9
15264,Indonesia,-0.7893,113.9213,Sweet potatoes,2010,11327.2,2702,1597,25.57
14844,Indonesia,-0.7893,113.9213,Maize,1998,2652.6,2702,1597,25.81
15217,Indonesia,-0.7893,113.9213,"Rice, paddy",2009,4998.5,2702,1597,27.31
15218,Indonesia,-0.7893,113.9213,"Rice, paddy",2009,4998.5,2702,1597,27.3
15219,Indonesia,-0.7893,113.9213,"Rice, paddy",2009,4998.5,2702,1597,27.63
15220,Indonesia,-0.7893,113.9213,"Rice, paddy",2009,4998.5,2702,1597,26.98
14619,Indonesia,-0.7893,113.9213,Sweet potatoes,1991,9515,2702,3259,27.05
15355,Indonesia,-0.7893,113.9213,Potatoes,2013,16018.4,2702,1597,27.37
15356,Indonesia,-0.7893,113.9213,Potatoes,2013,16018.4,2702,1597,27.88
15357,Indonesia,-0.7893,113.9213,Potatoes,2013,16018.4,2702,1597,27.34
15358,Indonesia,-0.7893,113.9213,Potatoes,2013,16018.4,2702,1597,26.72
15191,Indonesia,-0.7893,113.9213,Soybeans,2008,1311.9,2702,1597,27.34
15360,Indonesia,-0.7893,113.9213,"Rice, paddy",2013,5152,2702,1597,25.48
14586,Indonesia,-0.7893,113.9213,Cassava,1991,12094.6,2702,3259,25.27
14587,Indonesia,-0.7893,113.9213,Cassava,1991,12094.6,2702,3259,27.04
15363,Indonesia,-0.7893,113.9213,"Rice, paddy",2013,5152,2702,1597,27.34
15231,Indonesia,-0.7893,113.9213,Sweet potatoes,2009,11192,2702,1597,27.63
15183,Indonesia,-0.7893,113.9213,"Rice, paddy",2008,4894.8,2702,1597,27.18
15184,Indonesia,-0.7893,113.9213,"Rice, paddy",2008,4894.8,2702,1597,26.65
14584,Indonesia,-0.7893,113.9213,Sweet potatoes,1990,9445,2702,2432,26.79
14585,Indonesia,-0.7893,113.9213,Sweet potatoes,1990,9445,2702,2432,27.47
15188,Indonesia,-0.7893,113.9213,Soybeans,2008,1311.9,2702,1597,27.03
15189,Indonesia,-0.7893,113.9213,Soybeans,2008,1311.9,2702,1597,27.18
15190,Indonesia,-0.7893,113.9213,Soybeans,2008,1311.9,2702,1597,26.65
15225,Indonesia,-0.7893,113.9213,Soybeans,2009,1348.3,2702,1597,27.63
14748,Indonesia,-0.7893,113.9213,"Rice, paddy",1995,4348.7,2702,1597,25.46
15193,Indonesia,-0.7893,113.9213,Sweet potatoes,2008,10774.3,2702,1597,26.97
15194,Indonesia,-0.7893,113.9213,Sweet potatoes,2008,10774.3,2702,1597,27.03
15099,Indonesia,-0.7893,113.9213,Maize,2006,3469.9,2702,1597,27.55
15100,Indonesia,-0.7893,113.9213,Maize,2006,3469.9,2702,1597,26.98
14603,Indonesia,-0.7893,113.9213,Potatoes,1991,13272.1,2702,3259,27.21
14754,Indonesia,-0.7893,113.9213,Soybeans,1995,1137.1,2702,1597,25.46
14755,Indonesia,-0.7893,113.9213,Soybeans,1995,1137.1,2702,1597,27.15
14756,Indonesia,-0.7893,113.9213,Soybeans,1995,1137.1,2702,1597,27.08
15014,Indonesia,-0.7893,113.9213,Sweet potatoes,2002,9994,2702,1597,27.5
15015,Indonesia,-0.7893,113.9213,Sweet potatoes,2002,9994,2702,1597,27.49
15342,Indonesia,-0.7893,113.9213,Cassava,2013,22460.1,2702,1597,25.48
14687,Indonesia,-0.7893,113.9213,Soybeans,1993,1162.1,2702,1597,27.51
15226,Indonesia,-0.7893,113.9213,Soybeans,2009,1348.3,2702,1597,26.98
15227,Indonesia,-0.7893,113.9213,Soybeans,2009,1348.3,2702,1597,27.69
15228,Indonesia,-0.7893,113.9213,Sweet potatoes,2009,11192,2702,1597,25.54
15125,Indonesia,-0.7893,113.9213,Sweet potatoes,2006,10526.7,2702,1597,27.55
14845,Indonesia,-0.7893,113.9213,Maize,1998,2652.6,2702,1597,27.58
14794,Indonesia,-0.7893,113.9213,Soybeans,1996,1191.5,2702,1597,26.83
14795,Indonesia,-0.7893,113.9213,Soybeans,1996,1191.5,2702,1597,27.53
15269,Indonesia,-0.7893,113.9213,Sweet potatoes,2010,11327.2,2702,1597,27.55
15221,Indonesia,-0.7893,113.9213,"Rice, paddy",2009,4998.5,2702,1597,27.69
14620,Indonesia,-0.7893,113.9213,Sweet potatoes,1991,9515,2702,3259,26.61
14621,Indonesia,-0.7893,113.9213,Sweet potatoes,1991,9515,2702,3259,27.21
14879,Indonesia,-0.7893,113.9213,Cassava,1999,12176.3,2702,1597,27.32
15224,Indonesia,-0.7893,113.9213,Soybeans,2009,1348.3,2702,1597,27.3
14747,Indonesia,-0.7893,113.9213,Potatoes,1995,16593.9,2702,1597,27.32
14688,Indonesia,-0.7893,113.9213,Sweet potatoes,1993,9318.3,2702,1597,25.46
14749,Indonesia,-0.7893,113.9213,"Rice, paddy",1995,4348.7,2702,1597,27.15
14750,Indonesia,-0.7893,113.9213,"Rice, paddy",1995,4348.7,2702,1597,27.08
15230,Indonesia,-0.7893,113.9213,Sweet potatoes,2009,11192,2702,1597,27.3
15238,Indonesia,-0.7893,113.9213,Cassava,2010,20217.4,2702,1597,26.94
14653,Indonesia,-0.7893,113.9213,Sweet potatoes,1992,9448.1,2702,825,26.96
14654,Indonesia,-0.7893,113.9213,Sweet potatoes,1992,9448.1,2702,825,27.01
14655,Indonesia,-0.7893,113.9213,Sweet potatoes,1992,9448.1,2702,825,27.2
14656,Indonesia,-0.7893,113.9213,Sweet potatoes,1992,9448.1,2702,825,26.72
14657,Indonesia,-0.7893,113.9213,Sweet potatoes,1992,9448.1,2702,825,27.4
14686,Indonesia,-0.7893,113.9213,Soybeans,1993,1162.1,2702,1597,26.88
15186,Indonesia,-0.7893,113.9213,Soybeans,2008,1311.9,2702,1597,25.32
14672,Indonesia,-0.7893,113.9213,Potatoes,1993,15833.8,2702,1597,26.9
14673,Indonesia,-0.7893,113.9213,Potatoes,1993,15833.8,2702,1597,27.21
15234,Indonesia,-0.7893,113.9213,Cassava,2010,20217.4,2702,1597,25.57
15235,Indonesia,-0.7893,113.9213,Cassava,2010,20217.4,2702,1597,27.25
15195,Indonesia,-0.7893,113.9213,Sweet potatoes,2008,10774.3,2702,1597,27.18
15196,Indonesia,-0.7893,113.9213,Sweet potatoes,2008,10774.3,2702,1597,26.65
15147,Indonesia,-0.7893,113.9213,"Rice, paddy",2007,4705.2,2702,1597,27.29
15254,Indonesia,-0.7893,113.9213,"Rice, paddy",2010,5015.3,2702,1597,27.69
15255,Indonesia,-0.7893,113.9213,"Rice, paddy",2010,5015.3,2702,1597,27.46
15253,Indonesia,-0.7893,113.9213,"Rice, paddy",2010,5015.3,2702,1597,27.25
14757,Indonesia,-0.7893,113.9213,Soybeans,1995,1137.1,2702,1597,27.28
15223,Indonesia,-0.7893,113.9213,Soybeans,2009,1348.3,2702,1597,27.31
14877,Indonesia,-0.7893,113.9213,Cassava,1999,12176.3,2702,1597,27.17
15187,Indonesia,-0.7893,113.9213,Soybeans,2008,1311.9,2702,1597,26.97
14594,Indonesia,-0.7893,113.9213,Maize,1991,2150.5,2702,3259,26.92
15244,Indonesia,-0.7893,113.9213,Maize,2010,4435.9,2702,1597,26.94
14689,Indonesia,-0.7893,113.9213,Sweet potatoes,1993,9318.3,2702,1597,27.04
15229,Indonesia,-0.7893,113.9213,Sweet potatoes,2009,11192,2702,1597,27.31
14792,Indonesia,-0.7893,113.9213,Soybeans,1996,1191.5,2702,1597,27
14793,Indonesia,-0.7893,113.9213,Soybeans,1996,1191.5,2702,1597,27.2
15266,Indonesia,-0.7893,113.9213,Sweet potatoes,2010,11327.2,2702,1597,27.69
15267,Indonesia,-0.7893,113.9213,Sweet potatoes,2010,11327.2,2702,1597,27.46
14875,Indonesia,-0.7893,113.9213,Cassava,1999,12176.3,2702,1597,27.01
