index,BVDV_result,IgG_Status,Species,abdomen_pingsounds,abdomenauscultation_notes,age_units,age_weeks,age,anaplasma_centrale_result,anaplasma_marginale_result,attitude,babesia_bigemina_result,babesia_bovis_result,bedding,bedding_dryandclean,birth_witness,birthlocation,breed_name,breed,calf_bcs,calfgrouphousing_enoughspace,calfhousedwithdam,calfhousewithotherlivestock,coccidia_result,coccidia_species_result,colostrumwithin24hours,continuousaccesstodamfirst24hours,corona_result,cough_score,coughing,crackles,crypto_result,dam_ageparturition_years,dam_alive,dam_bcs1to5,dam_deathwithin2weeksparturition,dam_milkyield_liters,dam_motheringinstinct,dam_vaccines2monthsbeforedelivery,dam_vaccines_type,district,ear_score,ecoli_result,eye_score,fecal_score_Y1Y2,feces_blood,feedingfrequency,feedmilkormilkreplacer,feedmilkormilkreplacer_liters,generalnotes,heart_abnormalsounds,heart_rate_perminute,housingseparatefromherd,increased_respiratoryeffort,jointsexam,jointsexam_notes,kebele,lungsounds_muffled,m_hemolytica_result,medicationsincebirth,medicationsincebirth_dewormer,medicationsincebirth_oralelectrolytes,medicationsincebirth_other,medicationsincebirth_vitamins,nasaldischarge_score,navel,naveldesinfection,navelexam_notes,p_multocida_result,parasitology_other_result,parity,peristalticsounds_increased,proceduredone_branding,proceduredone_castration,proceduredone_dehorning,proceduredone_earnotch,proceduredone_taildocking,prod_system,reasonnocolostrumfedwithin24hours,rectal_temp,rectal_temp_score,respiratory_rate_perminute,result_ADV,result_BRSV,result_IBR,result_IgG,result_IgG_concentration,result_PIV3,result_RID,result_ascaris,result_fasciola,result_monezia,result_paramphistom,result_salmonella_enterica,result_schistosoma,result_strongly,result_trichuris,rota_result,ruminalcontractions_perminute,sex,signsofillness_birthdefects,signsofillness_bleedingorifices,signsofillness_bloat,signsofillness_circling,signsofillness_cloudyeyes,signsofillness_collapse,signsofillness_cough,signsofillness_diarrhea_notbloody,signsofillness_difficulturination,signsofillness_difficultybreathing,signsofillness_headtilt,signsofillness_lameness,signsofillness_nasaldischarge,signsofillness_navelinfection,signsofillness_notsuckling,signsofillness_oculardischarge,signsofillness_other,signsofillness_predation,signsofillness_sincebirth,signsofillness_straindefecate,signsofillness_swollenjoints,signsofillness_trauma,sire,supplementalfeed,supplementalfeed_frequency,test_kit,thoracicauscultation_notes,timeofbirth,typedelivery,typeofvaccinesreceived,vaccinationssincebirth,watergiven,watergiven_frequency,watergiven_independentwatertrough,weaned,weaned_accesstowater_hours_rainyseason,weaned_agemonths,weaned_concentratefed_dryseason,weaned_concentratefed_rainyseason,weaned_grazinghours_dryseason,weaned_grazinghours_rainyseason,weaned_hay_dryseason,weaned_hay_rainyseason,wheezes,year
669,0,,,,,months,28,7,,,Bright/Alert,,,no,no,,,,Improved/Crossbred,,no,yes,yes,,,yes,yes,,0,no,no,,4,yes,2,,,,,,Sululta,1,,0,,no,Twice/day,yes milk,,,,,no,0,normal,,,,,no,no,no,,no,0,normal,no,,,,1,,no,no,no,no,no,Peri-urban,,,,,,,,,,,,,,,,,,,,,,Male,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,no,no,no,no,no,Live Cover,no,,,,,normal,,no,yes,twice a day,no,no,,,,,,,,,no,
670,,,,,,months,1,0.25,,,,,,no,yes,yes,In barn,Holstein,Improved/Crossbred,,yes,no,no,,,yes,yes,,,,,,4,yes,3,,3,poor,no,,Sululta,,,,,,Twice/day,yes milk,,,,,yes,,,,,,,no,no,no,,no,,,no,,,,2,,no,no,no,no,,Peri-urban,,,,,,,,failure,685.809,,failure,,,,,,,,,,,Female,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,no,no,no,no,no,Live Cover,no,,RID,,night,assisted/dystocia,,no,,,,no,,,,,,,,,,
671,,,,,,months,1,0.25,,,,,,no,yes,yes,Outside,Holstein,Improved/Crossbred,,yes,no,no,,,yes,yes,,,,,,3,yes,3,,7,good,no,,Sululta,,,,,,more than twice a day,yes milk,,,,,yes,,,,,,,no,no,no,,no,,,no,,,,1,,no,no,no,no,,Peri-urban,,,,,,,,adequate,2958.865,,adequate,,,,,,,,,,,Male,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,no,no,no,no,no,Live Cover,no,,RID,,night,assisted/dystocia,,no,,,,no,,,,,,,,,,
672,,,,,,months,1,0.25,,,,,,no,yes,yes,In barn,Holstein,Improved/Crossbred,,no,no,no,,,yes,yes,,,,,,9,yes,3,,9,good,no,,Sululta,,,,,,Twice/day,yes milk,,,,,yes,,,,,,,no,no,no,,no,,,no,,,,4,,no,no,no,no,,Peri-urban,,,,,,,,adequate,2658.704,,adequate,,,,,,,,,,,Male,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,no,no,no,no,no,Live Cover,no,,RID,,day,normal,,no,,,,no,,,,,,,,,,
673,,,,,,months,2,0.5,,,,,,no,no,yes,In barn,Holstein,Improved/Crossbred,,no,no,no,,,yes,yes,,,,,,3,yes,3,,6,good,no,,Sululta,,,,,,more than twice a day,yes milk,,,,,yes,,,,,,,no,no,no,,no,,,no,,,,1,,no,no,no,no,,Peri-urban,,,,,,,,adequate,2958.865,,adequate,,,,,,,,,,,Female,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,no,no,no,no,no,Live Cover,no,,RID,,day,normal,,no,,,,no,,,,,,,,,,
674,,,,,,months,2,0.5,,,,,,no,no,yes,In barn,Holstein,Improved/Crossbred,,no,no,no,,,yes,yes,,,,,,3,yes,3,,7,good,no,,Sululta,,,,,,more than twice a day,yes milk,,,,,yes,,,,,,,no,no,no,,no,,,no,,,,1,,no,no,no,no,,Peri-urban,,,,,,,,adequate,2165.171,,adequate,,,,,,,,,,,Female,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,,no,yes,no,no,no,Live Cover,no,,RID,,night,normal,,no,,,,no,,,,,,,,,,
675,,,,,,months,2,0.5,,,,,,no,yes,yes,In barn,Holstein,Improved/Crossbred,,no,no,no,,,yes,yes,,,,,,7,yes,3,,12,good,no,,Sululta,,,,,,Twice/day,yes milk,,,,,yes,,,,,,,no,no,no,,no,,,no,,,,3,,no,no,no,no,,Peri-urban,,,,,,,,adequate,2585.726,,adequate,,,,,,,,,,,Female,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,,no,yes,no,no,no,Live Cover,no,,RID,,day,normal,,no,,,,no,,,,,,,,,,
676,,,,,,months,1,0.25,,,,,,no,yes,yes,In barn,Holstein,Improved/Crossbred,,no,no,no,,,yes,yes,,,,,,8,yes,3,,7,good,no,,Sululta,,,,,,more than twice a day,yes milk,half to 1 liter,,,,yes,,,,,,,no,no,no,,no,,,no,,,,3,,no,no,no,no,,Peri-urban,,,,,,,,partial,1299.324,,partial,,,,,,,,,,,Male,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,no,no,no,no,no,Live Cover,no,,RID,,day,assisted/dystocia,,no,,,,no,,,,,,,,,,
677,,,,,,months,1,0.25,,,,,,no,no,yes,In barn,Holstein,Improved/Crossbred,,no,no,no,,,yes,yes,,,,,,10,yes,3,,8,good,no,,Sululta,,,,,,Twice/day,yes milk,,,,,yes,,,,,,,no,no,no,,no,,,no,,,,5,,no,no,no,no,,Peri-urban,,,,,,,,adequate,2233.202,,adequate,,,,,,,,,,,Female,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,,no,yes,no,no,no,Live Cover,no,,RID,,night,normal,,no,,,,no,,,,,,,,,,
678,,,,,,months,1,0.25,,,,,,no,no,yes,In barn,Holstein,Improved/Crossbred,,no,no,no,,,yes,yes,,,,,,9,yes,3,,12,poor,no,,Sululta,,,,,,more than twice a day,yes milk,,,,,yes,,,,,,,no,no,no,,no,,,no,,,,4,,no,no,no,no,,Peri-urban,,,,,,,,partial,1243.662,,partial,,,,,,,,,,,Male,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,no,no,no,no,no,Live Cover,no,,RID,,night,normal,,no,,,,no,,,,,,,,,,
679,,,,,,months,1,0.25,,,,,,no,yes,yes,In barn,Holstein,Improved/Crossbred,,yes,no,no,,,yes,yes,,,,,,4,yes,,,7,good,no,,Sululta,,,,,,Twice/day,yes milk,,,,,yes,,,,,,,no,no,no,,no,,,no,,,,1,,no,no,no,no,,Peri-urban,,,,,,,,adequate,,,adequate,,,,,,,,,,,Male,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,no,no,no,no,no,Live Cover,no,,RID,,day,normal,,no,,,,no,,,,,,,,,,
680,,,,,,months,2,0.5,,,,,,no,no,yes,In barn,Holstein,Improved/Crossbred,,yes,no,no,,,yes,yes,,,,,,5,yes,2,,7,poor,no,,Sululta,,,,,,more than twice a day,yes milk,,,,,yes,,,,,,,no,no,no,,no,,,no,,,,2,,no,no,no,no,,Peri-urban,,,,,,,,failure,507.692,,failure,,,,,,,,,,,Female,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,no,no,no,no,no,Live Cover,no,,RID,,night,assisted/dystocia,,no,,,,no,,,,,,,,,,
681,,,,,,months,24,6,,,Depressed/Lethargic,,,yes,yes,yes,In barn,,Local,,no,yes,yes,,,yes,yes,,,,,,8,yes,2,,1.5,good,no,,Dalocha,,,,,no,Twice/day,yes milk,half to 1 liter,Emaciated,,64,no,,normal,,,,,no,no,no,,no,,normal,no,,,,4,,no,no,no,no,no,Mixed-crop,,39.6,3,24,,,,,,,,1,0,0,0,,,0,0,,,Female,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,depressed,no,yes,no,no,no,Live Cover,yes,once a day,,,day,normal,,no,yes,once a day,no,no,,,,,,7,,"Wheat, maize, sorgum residue & grass hay residue as addlib",,
682,,,,,,months,4,1,,,Bright/Alert,,,yes,yes,yes,In barn,,Local,,no,yes,yes,,,yes,yes,,,,,,7,yes,2,,2.5,good,no,,Dalocha,,,,,no,Twice/day,yes milk,half to 1 liter,,,48,no,,normal,,,,,no,no,no,,no,,normal,no,,,,3,,no,no,no,no,no,Mixed-crop,,39.1,2,32,,,,,,,,0,0,0,0,,,0,0,,,Female,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Live Cover,no,,,,day,normal,,no,yes,once a day,no,no,,,,,,7,,"Wheat, maize, sorgum residue & grass hay residue as addlib",,
683,,,,,,months,12,3,,,Bright/Alert,,,yes,yes,yes,In barn,,Local,,no,yes,yes,,,yes,yes,,,,,,12,yes,2,,1.5,good,no,,Dalocha,,,,,no,Twice/day,yes milk,less than half liter,,,52,no,,normal,,,,,no,no,no,,no,,normal,no,,,,6,,no,no,no,no,no,Mixed-crop,,37.9,0,28,,,,,,,,0,0,0,0,,,1,0,,,Male,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Live Cover,yes,twice a day,,,day,normal,,no,yes,once a day,no,no,,,,,,7,,"Wheat, maize, sorgum residue & grass hay residue as addlib",,
684,,,,,,months,4,1,,,Bright/Alert,,,yes,yes,yes,In barn,,Local,,no,yes,yes,,,yes,yes,,,,,,6,yes,2,,2,good,,,Dalocha,,,,,no,Twice/day,yes milk,half to 1 liter,,,52,no,,normal,,,,,no,no,no,,no,,normal,no,,,,2,,no,no,no,no,no,Mixed-crop,,37.6,0,28,,,,,,,,0,0,,,,,0,0,,,Female,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Live Cover,no,,,,day,normal,,no,yes,once a day,no,no,,,,,,7,,"Wheat, maize, sorgum residue & grass hay residue as addlib",,
685,,,,,,months,8,2,,,Depressed/Lethargic,,,no,no,yes,In barn,,Local,,yes,yes,yes,,,yes,yes,,,,,,7,yes,2,,1.5,good,,,Dalocha,,,,,no,Twice/day,yes milk,less than half liter,Emaciated,,52,no,,normal,,,,,no,no,no,,no,,normal,no,,,,3,,no,no,no,no,no,Mixed-crop,,36.7,0,28,,,,,,,,0,0,0,0,,,0,0,,,Male,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,depressed,no,yes,no,no,no,Live Cover,yes,once a day,,,day,normal,,no,yes,once a day,no,no,,,,,,10,,"Wheat, maize, sorgum residue & grass hay residue as addlib",,
686,0,,,,,months,72,18,,,Bright/Alert,,,no,yes,,,,Local,,yes,yes,yes,,,yes,yes,,0,no,no,,5,,,,,,,,Dalocha,0,,0,,no,,not fed milk or milk replacer,,,,,no,0,normal,,,,,no,no,no,,no,0,normal,no,,,,1,,,,,,,Mixed-crop,,,,,,,,,,,,,,,,,,,,,,Female,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Live Cover,no,,,,,normal,,no,yes,once a day,no,no,,,,,,,,,no,
687,0,,,,,months,72,18,,,Bright/Alert,,,no,yes,,,,Local,,yes,yes,yes,,,yes,yes,,0,no,no,,5,no,,,,,,,Dalocha,0,,0,,no,,not fed milk or milk replacer,,,,,no,0,normal,,,,,no,no,no,,no,0,normal,no,,,,1,,,,,,,Mixed-crop,,,,,,,,,,,,,,,,,,,,,,Male,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Live Cover,no,,,,,normal,,no,yes,once a day,no,no,,,,,,,,,no,
688,,,,,,months,24,6,,,Bright/Alert,,,yes,yes,yes,In barn,,Local,,yes,yes,yes,,,yes,yes,,,,,,8,yes,2,,2,good,no,,Dalocha,,0,,,no,Twice/day,yes milk,half to 1 liter,,,64,no,,normal,,,,,no,no,no,,no,,normal,no,,,,3,,no,no,no,no,no,Mixed-crop,,37,0,28,,,,,,,,0,0,0,0,0,,1,0,,,Female,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Live Cover,yes,once a day,,,day,normal,,no,yes,once a day,no,no,,,,,7,8,,"Wheat, maize, sorgum residue & grass hay residue as addlib",,
689,,,,,,months,6,1.5,,,Bright/Alert,,,yes,yes,no,In barn,,Improved/Crossbred,,yes,yes,yes,,,yes,yes,,,,,,7,yes,5,,10,good,,,Dalocha,,,,,no,Twice/day,yes milk,half to 1 liter,,,64,no,,normal,,,,,no,no,no,,no,,normal,no,,,,3,,no,no,no,no,no,Mixed-crop,,38.2,0,28,,,,,,,,0,0,0,0,,,1,0,,,Male,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Artificial Insemination,yes,,,,day,normal,,no,yes,twice a day,yes,no,,,,,,10,,"Wheat, maize, sorgum residue & grass hay residue as addlib",,
690,,,,,,months,24,6,,,Bright/Alert,,,yes,yes,yes,In barn,,Improved/Crossbred,,yes,yes,yes,,,yes,yes,,,,,,6,yes,5,,8,good,,,Dalocha,,,,,no,Twice/day,yes milk,half to 1 liter,,,64,no,,normal,,,,,no,no,no,,no,,normal,no,,,,2,,no,no,no,no,no,Mixed-crop,,36.9,2,24,,,,,,,,,0,0,0,,,1,0,,,Male,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Artificial Insemination,yes,twice a day,,,day,normal,,no,yes,twice a day,yes,no,,,,,,10,,"Wheat, maize, sorgum residue & grass hay residue as addlib",,
691,,,,,,months,14,3.5,,,Bright/Alert,,,yes,yes,yes,In barn,,Local,,yes,yes,yes,,,yes,yes,,,,,,,yes,2,,1.8,good,,,Dalocha,,,,,no,Twice/day,yes milk,half to 1 liter,,,64,no,,normal,,,,,no,no,no,,no,,normal,no,,,,,,no,no,no,no,no,Mixed-crop,,38.6,1,20,,,,,,,,0,0,0,0,,,1,0,,,Female,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Live Cover,yes,twice a day,,,night,,,,yes,once a day,yes,no,,,,,,7,,"Wheat, maize, sorgum residue & grass hay residue as addlib",,
692,,,,,,months,18,4.5,,,Bright/Alert,,,yes,yes,yes,In barn,,Local,,yes,yes,yes,,,yes,yes,,,,,,,yes,2,,1.5,good,no,,Dalocha,,,,,no,Twice/day,yes milk,less than half liter,,,60,no,,normal,,,,,no,no,no,,no,,normal,no,,,,,,no,no,no,no,no,Mixed-crop,,38,0,32,,,,,,,,0,0,0,0,,,1,0,,,Male,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Live Cover,yes,twice a day,,,day,assisted/dystocia,,no,yes,once a day,yes,no,,,,,,9,,"Wheat, maize, sorgum residue & grass hay residue as addlib",,
693,,,,,,months,16,4,,,Bright/Alert,,,yes,yes,yes,In barn,,Local,,yes,yes,yes,,,yes,yes,,,,,,,yes,2,,1.5,good,,,Dalocha,,,,,no,Twice/day,yes milk,half to 1 liter,,,80,no,,normal,,,,,no,no,no,,no,,normal,no,,,,,,no,no,no,no,no,Mixed-crop,,38,0,28,,,,,,,,0,0,0,0,,,0,0,,,Female,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Live Cover,yes,twice a day,,,day,normal,,no,yes,once a day,yes,no,,,,,,10,,"Wheat, maize, sorgum residue & grass hay residue as addlib",,
694,,,,,,months,16,4,,,Bright/Alert,,,yes,yes,yes,In barn,,Local,,yes,yes,yes,,,yes,yes,,,,,,8,yes,2,,2,good,no,,Dalocha,,1,,,no,Twice/day,yes milk,half to 1 liter,,,64,no,,normal,,,,,yes,no,no,Oxy tetracycline 20% injection,no,,normal,no,,,,3,,no,no,no,no,no,Mixed-crop,,37.7,0,32,,,,,,,,1,0,0,0,0,,0,0,,,Male,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,Live Cover,yes,twice a day,,,day,assisted/dystocia,,no,yes,once a day,yes,no,1 time per Day,,a little amount of comercial concentrate,,8,8,,"Wheat, maize, sorgum residue & grass hay residue as addlib",,
695,0,,,,,months,20,5,,,Bright/Alert,,,no,yes,yes,In barn,,Local,,yes,yes,yes,,,yes,yes,,0,no,no,,7,yes,2,,1.5,good,,,Dalocha,0,,0,,no,Twice/day,yes milk,half to 1 liter,,,64,no,0,normal,,,,,no,no,no,,no,0,normal,no,,,,3,,no,no,no,no,no,Mixed-crop,,38.2,0,36,,,,,,,,0,0,0,0,,,1,0,,,Male,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Live Cover,yes,twice a day,,,day,assisted/dystocia,,no,yes,once a day,no,no,,,,,8,10,"Wheat, maize, sorgum residue & grass hay residue as addlib","Wheat, maize, sorgum residue & grass hay residue as addlib",no,
696,0,,,no,,months,14,3.5,,,Bright/Alert,,,yes,yes,yes,In barn,,Local,,yes,yes,yes,,,yes,yes,,0,no,no,,8,yes,2,,1.75,,,,Dalocha,0,,0,,no,Twice/day,yes milk,half to 1 liter,,,76,no,0,normal,,,,,no,no,no,,no,0,normal,no,,,,3,,no,no,no,no,no,Mixed-crop,,38.2,0,24,,,,,,,,0,0,0,0,,,1,0,,,Male,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Live Cover,no,once a day,,,night,assisted/dystocia,,no,yes,once a day,yes,no,,,,,8,9,"Wheat, maize, sorgum residue & grass hay residue as addlib","Wheat,maize,sorgum residue & grass hay residue as as addlib",no,
697,0,,,,,months,4,1,,,Bright/Alert,,,yes,yes,yes,In barn,,Local,,yes,yes,yes,,,yes,yes,,0,no,yes,,6,yes,2,,0.75,good,,,Dalocha,0,,0,,no,Twice/day,yes milk,half to 1 liter,Emaciated,,84,no,0,normal,abnormal gait,,,,no,no,no,,no,0,normal,no,,,,2,,no,no,no,no,no,Mixed-crop,,38.7,1,26,,,,,,,,0,0,1,0,,,0,0,,,Male,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,inside twiching of hind legs & abnormal gait,no,no,no,no,no,Live Cover,yes,twice a day,,,day,normal,,no,yes,once a day,yes,no,,,,,8,9,"Wheat, maize, sorgum residue & grass hay residue as addlib","Wheat, maize, sorgum residue & grass hay residue as addlib",no,
698,0,,,,,months,24,6,,,Bright/Alert,,,yes,yes,yes,In barn,,Local,,yes,yes,yes,,,yes,yes,,0,no,no,,8,yes,2,,0.75,good,,,Dalocha,0,,0,,no,Twice/day,yes milk,half to 1 liter,,,78,no,0,normal,,,,,no,no,no,,no,0,normal,no,,,,4,,no,no,no,no,no,Mixed-crop,,38.4,1,32,,,,,,,,0,0,1,0,,,1,0,,,Female,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Live Cover,yes,twice a day,,,night,normal,,no,yes,once a day,no,no,,,,,,10,"Wheat, maize, sorgum residue & grass hay residue as addlib","Wheat, maize, sorgum residue & grass hay residue as addlib",no,
699,0,,,,,months,20,5,,,Depressed/Lethargic,,,no,no,yes,In barn,,Local,,yes,yes,yes,,,yes,yes,,0,no,no,,7,yes,2,,1.5,good,,,Dalocha,0,,0,,no,Twice/day,yes milk,less than half liter,Emaciated,,68,no,,normal,,,,,no,no,no,,no,,normal,no,,,,3,,no,no,no,no,no,Mixed-crop,,37.9,0,24,,,,,,,,0,0,0,0,,,1,0,,,Female,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,depressed,no,yes,no,no,no,Live Cover,yes,twice a day,,,day,normal,,no,yes,once a day,no,no,,,,,7,8,"Wheat, maize, sorgum residue & grass hay residue as addlib","Wheat, maize, sorgum residue & grass hay residue as addlib",no,
700,0,,,,,months,18,4.5,,,Bright/Alert,,,yes,yes,yes,In barn,,Local,,yes,yes,yes,,,yes,yes,,0,no,no,,6,yes,2,,1,good,,,Dalocha,,,,,no,Twice/day,yes milk,less than half liter,,,60,no,0,normal,,,,,no,no,no,,no,0,normal,no,,,,2,,no,no,no,no,no,Mixed-crop,,38.7,1,32,,,,,,,,0,0,0,0,,,1,0,,,Male,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Live Cover,yes,twice a day,,,night,normal,,no,yes,once a day,yes,no,,,,,5,8,"Wheat, maize, sorgum residue & grass hay residue as addlib","Wheat, maize, sorgum residue & grass hay residue as addlib",no,
701,0,,,,,months,14,3.5,,,Bright/Alert,,,no,yes,yes,In barn,,Local,,yes,yes,yes,,,yes,yes,,0,no,no,,6,yes,2,,1,good,,,Dalocha,,,,,no,Twice/day,yes milk,less than half liter,,,52,no,0,normal,,,,,no,no,no,,no,0,normal,no,,,,2,,no,no,no,no,no,Mixed-crop,,37.7,0,32,,,,,,,,1,0,0,0,,,1,0,,2,Female,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,shefering,no,no,no,no,no,Live Cover,yes,twice a day,,,day,normal,,no,yes,once a day,yes,no,,,,,5,8,"Wheat, maize, sorgum residue & grass hay residue as addlib","Wheat, maize, sorgum residue & grass hay residue as addlib",no,
702,0,,,,,months,16,4,,,Bright/Alert,,,no,no,yes,In barn,,Local,,yes,yes,yes,,,yes,yes,,0,no,no,,7,yes,2,,1.5,good,,,Dalocha,,,,,no,Twice/day,yes milk,half to 1 liter,Emaciated,,60,no,0,normal,,,,,no,no,no,,no,0,normal,no,,,,3,,no,no,no,no,no,Mixed-crop,,37.8,0,36,,,,,,,,0,0,0,0,,,1,0,,,Female,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Live Cover,yes,twice a day,,,night,normal,,no,yes,once a day,yes,no,,,,,0,8,"Wheat, maize, sorgum residue & grass hay residue as addlib","Wheat, maize, sorgum residue & grass hay residue as addlib",no,
703,0,,,,,months,8,2,,,Bright/Alert,,,no,yes,yes,In barn,,Local,,yes,yes,yes,,,yes,yes,,0,no,no,,,yes,2,,1.75,good,,,Dalocha,,,,,no,Twice/day,yes milk,half to 1 liter,,,85,no,0,normal,,,,,no,no,no,,no,0,normal,no,,,,,,no,no,no,no,no,Mixed-crop,,38.9,2,28,,,,,,,,0,0,0,0,,,0,0,,,Female,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Live Cover,yes,twice a day,,,day,assisted/dystocia,,no,yes,once a day,yes,no,,,,,8,7,"Wheat, maize, sorgum residue & grass hay residue as addlib","Wheat, maize, sorgum residue & grass hay residue as addlib",no,
704,0,,,,,months,8,2,,,Bright/Alert,,,yes,yes,yes,In barn,,Local,,yes,yes,yes,,,yes,yes,,0,no,no,,6,yes,2,,1.75,good,,,Dalocha,,,,,no,Twice/day,yes milk,half to 1 liter,,,68,no,0,normal,,,,,no,no,no,,no,0,normal,no,,,,2,,no,no,no,no,no,Mixed-crop,,39.4,3,24,,,,,,,,0,0,0,0,,,0,0,,,Female,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,Live Cover,yes,twice a day,,,day,normal,,no,yes,once a day,yes,no,,,,,8,5,"Wheat, maize, sorgum residue & grass hay residue as addlib","Wheat, maize, sorgum residue & grass hay residue as addlib",no,
705,0,,,,,months,16,4,,,Depressed/Lethargic,,,no,yes,yes,In barn,,Local,,yes,yes,yes,,,yes,yes,,0,no,no,,7,yes,2,,1,good,no,,Dalocha,,,,,no,Twice/day,yes milk,half to 1 liter,,,68,no,0,normal,,,,,no,no,no,,no,0,normal,no,,,,3,,no,no,no,no,no,Mixed-crop,,39.6,3,28,,,,,,,,1,0,0,0,,,1,0,,,Female,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,weakness,no,yes,no,no,no,Live Cover,yes,once a day,,,day,normal,,no,yes,once a day,yes,no,,,,,8,8,"Wheat, maize, sorgum residue & grass hay residue as addlib","Wheat, maize, sorgum residue & grass hay residue as addlib",no,
706,0,,,,,months,20,5,,,Bright/Alert,,,yes,yes,yes,In barn,,Local,,yes,yes,yes,,,yes,yes,,0,no,no,,8,yes,2,,1.75,good,,,Dalocha,,,,,no,Twice/day,yes milk,less than half liter,,,64,no,0,normal,,,,,no,no,no,,no,0,normal,no,,,,4,,no,no,no,no,no,Mixed-crop,,38.9,2,24,,,,,,,,1,0,0,0,,,1,0,,,Female,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Live Cover,yes,twice a day,,,night,normal,,no,yes,once a day,yes,no,,,,,8,7,"wheat, sorguhm and grass hay addlib","Wheat, maize, sorgum residue & grass hay residue as addlib",no,
707,0,,,,,months,16,4,,,Bright/Alert,,,yes,yes,yes,In barn,,Local,,yes,yes,yes,,,yes,yes,,0,no,no,,,yes,2,,2.5,good,no,,Dalocha,,,,,no,Twice/day,yes milk,half to 1 liter,,,48,no,0,normal,,,,,no,no,no,Oxy tetracycline 20% injection,no,0,normal,no,,,,,,no,no,no,no,no,Mixed-crop,,38.7,2,32,,,,,,,,0,0,0,0,,,0,0,,,Female,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Live Cover,yes,twice a day,,,day,normal,,no,yes,once a day,yes,no,,,,,8,10,"Wheat, maize, sorgum residue & grass hay residue as addlib","Wheat, maize, sorgum residue & grass hay residue as addlib",no,
708,0,,,,,months,20,5,,,Bright/Alert,,,yes,yes,yes,In barn,,Local,,yes,yes,yes,,,yes,yes,,0,no,no,,8,yes,2,,1.5,good,,,Dalocha,,,,,no,Twice/day,yes milk,less than half liter,,,52,no,0,normal,,,,,no,no,no,,no,0,normal,no,,,,3,,no,no,no,no,no,Mixed-crop,,39.7,3,28,,,,,,,,0,0,0,0,,,1,0,,,Female,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,Live Cover,yes,twice a day,,,day,normal,,no,yes,once a day,yes,no,,,,,8,10,"Wheat, maize, sorgum residue & grass hay residue as addlib","Wheat, maize, sorgum residue & grass hay residue as addlib",no,
